Date,Industry_Vertical,Sub_Vertical,City,Invester_name,Investment_Type,Funding_Amount_in_cr,Startup_name,Year
2018-06-13,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed Funding Round,3.6,Kaleidofin,2018
2018-06-14,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,Brand Capital,Seed Funding Round,27.6,Kriger Campus,2018
2018-06-14,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,38.4,Traveltriangle,2018
2018-06-18,Health Care,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,168.0,Letsmd,2018
2018-06-18,IT,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Seed Funding Round,13.6,Mintifi,2018
2018-06-19,Consumer Internet,Online Rental Marketplace,Bengaluru,"Shorooq Investments, LetsVenture & Others",Seed Funding Round,8.8,Coverfox,2018
2018-06-20,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others",Private Equity,120.0,Fyle Technologies,2018
2018-06-22,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,72.8,True Balance,2018
2018-06-25,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,Diageo India,Private Equity,32.0,Mihuru,2018
2018-06-25,Finance,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed Funding Round,8.0,Capital Float,2018
2018-06-26,Health Care,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,152.0,Popxo,2018
2018-06-27,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,36.0,1Mg,2018
2018-06-28,Technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,Speciale Invest & Others,Seed Funding Round,8.8,Samco,2018
2018-06-28,Ed-Tech,Online Education Platform,Bengaluru,Leo Capital,Seed Funding Round,16.0,Myloancare,2018
2018-05-02,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed Funding Round,3.6,Urban Ladder,2018
2018-05-02,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,176.0,Gramophone,2018
2018-05-03,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed Funding Round,20.0,Wellthy,2018
2018-05-07,Consumer Internet,P2P Lending Platform,Mumbai,Undefined,Seed Funding Round,1.8,Medgenome,2018
2018-05-09,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed Funding Round,8.0,Finova Capital,2018
2018-05-11,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Seed Funding Round,7.59,Hotelogix,2018
2018-05-16,Health Care,Doctor-Consultation App,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,33.6,Ad2Pro,2018
2018-05-21,Technology,Online Video Creation Platform,Bengaluru,Blume ventures,Seed Funding Round,2.4,Pepperfry,2018
2018-05-22,Finance,Micro Lending Platform,Bengaluru,Credika and unnamed angel investors,Seed Funding Round,4.0,Healthcare,2018
2018-05-22,Consumer Internet,P2P Lending Platform,Bengaluru,LetsVenture,Seed Funding Round,5.88,Pinelabs,2018
2018-05-23,E-commerce,Products For Shoolgoing Children,Bengaluru,RS Shanbag,Seed Funding Round,5.88,Availfinance,2018
2018-05-23,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed Funding Round,16.0,Fingerlix,2018
2018-05-24,Ed-Tech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Seed Funding Round,16.0,Karma Healthcare,2018
2018-05-24,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,Seed Funding Round,2.34,Zappfresh,2018
2018-05-27,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy",Seed Funding Round,96.0,Customersucessbox,2018
2018-05-28,Health Care,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed Funding Round,1.6,Chargebee,2018
2018-05-29,Consumer Internet,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed Funding Round,12.0,I2I Funding,2018
2018-05-29,Technology,Mobile Payments Technology Platform,Bengaluru,Amazon Inc. and Mastercard,Private Equity,64.0,Slang Labs,2018
2018-05-30,Technology,Iot Application Platform In Agriculture,Bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,112.0,Roadcast,2018
2018-05-31,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed Funding Round,10.4,Smartcoin,2018
2018-04-02,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office",Private Equity,16.0,The Print,2018
2018-04-02,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed Funding Round,2.46,Bigbasket,2018
2018-04-04,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,440.0,Healthi,2018
2018-04-05,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed Funding Round,1.2,Swiggy,2018
2018-04-05,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"Accel Partners, Tiger Global And Others",Private Equity,80.0,Shape,2018
2018-04-09,Finance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed Funding Round,22.4,Icertis,2018
2018-04-09,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Seed Funding Round,8.0,Rupeek,2018
2018-04-09,Ed-Tech,Mobile-Based Education Network,Delhi,Undefined,Seed Funding Round,0.37,Cashify,2018
2018-04-10,Consumer Internet,Online Travel Marketplace,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,96.0,Imax Program,2018
2018-04-12,Health Care,Platform To Discover Healthcare Financing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed Funding Round,8.0,Littlemore,2018
2018-04-13,Finance,Online Lending Platform,Mumbai,Lok Capital,Seed Funding Round,16.0,Moneyonmobile,2018
2018-04-16,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,Seed Funding Round,4.0,Petsutra,2018
2018-04-18,Consumer Internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others",Private Equity,176.0,Happay,2018
2018-04-19,Technology,AI Based Expense Management Platform,Bengaluru,Pravega Ventures and Beenext,Seed Funding Round,8.8,Capillary,2018
2018-04-19,Technology,Mobile Balance Checking App,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity,184.0,The Healthy Billions,2018
2018-04-22,Health Care,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal Healthcare,Seed Funding Round,15.2,Planys Technologies,2018
2018-04-23,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,Undefined,Seed Funding Round,1.2,Gaana,2018
2018-04-23,Finance,Online Lending Platform,Bengaluru,Amazon,Private Equity,176.0,Credy,2018
2018-04-25,Consumer Internet,Online Travel Marketplace,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed Funding Round,1.97,Earlysalary,2018
2018-04-26,Technology,Women Focussed Digital Media Platform,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity,44.0,Kinsane Entertainment Inc,2018
2018-04-27,Consumer Internet,Online Pharmacy Store,Gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,80.0,Appario Retail Pvt Ltd,2018
2018-04-30,Consumer Internet,Online Stock Broker,Mumbai,Bay Capital Investments and Others,Private Equity,60.0,Sahajanand Medical Technologies,2018
2018-04-30,Finance,B2C Online Loans Marketplace,Gurgaon,SAR Group,Seed Funding Round,7.82,Kuants,2018
2018-03-01,Consumer Internet,Online Scholarship Portal,Noida,CBA Capital and others,Private Equity,24.0,Streak,2018
2018-03-01,E-commerce,Online Furniture Store,Bengaluru,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,96.0,Newgen Software,2018
2018-03-04,Technology,Agri-tech,Indore,InfoEdge,Seed Funding Round,8.0,Sharechat,2018
2018-03-05,Health Care,Therapeutics,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private Equity,16.8,Paperflite,2018
2018-03-05,Health Care,"Genetic Screening, DNA Diagnostics Labs & Research Centers",Bengaluru,"HDFC Life, HDFC Asset Management",Private Equity,80.0,Optacredit,2018
2018-03-05,Consumer Internet,Online Lending,Jaipur,Sequoia Capital,Private Equity,48.0,Aeon Learning,2018
2018-03-05,Technology,Cloud based Online Hotel Management Software,Noida,"Vertex Ventures, Accel Partners and Saama Capital",Private Equity,40.0,Neogrowth Credit,2018
2018-03-04,Consumer Internet,Health Service Aggregator Platform,Pune,Nexus Venture Partners,Seed Funding Round,8.8,Rao Iit Academy,2018
2018-03-06,Technology,"Creative Design, Brand, Media and Technology Platform Solutions",Chennai,Avendus Finance Pvt. Ltd,Debt Funding,77.6,Greyatom,2018
2018-03-08,Consumer Internet,Online Furniture Shopping Store,Mumbai,State Street Global Advisors,Private Equity,307.2,Ekincare,2018
2018-03-08,Consumer Internet,Hyperlocal Discovery,Gurugram,Trifecta Capital,Debt Funding,8.0,The Wedding Brigade,2018
2018-03-12,Consumer Internet,Healthcare Aggregator,Mumbai,HR Fund,Seed Funding Round,8.0,Peesafe,2018
2018-03-13,Technology,Digital Payment Platform,Mumbai,"Actis, Altimeter Capital",Private Equity,656.0,Browserstack,2018
2018-03-14,Consumer Internet,Online Lending Platform,Bengaluru,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel",Private Equity,137.6,Curefit,2018
2018-03-19,Consumer Internet,Ready To cook Food Solution,Mumbai,Alteria Capital,Debt Funding,10.48,Tata Housing,2018
2018-03-19,Health Care,Technology enabled equitable healthcare for India,Udaipur,"1Crowd, Ankur Capital",Seed Funding Round,4.0,Handytrain,2018
2018-03-19,Food & Beverages,Online Raw Meat E-tailer,Gurugram,"Amit Burman, SIDBI Venture Capital",Seed Funding Round,24.0,Mobycy,2018
2018-03-19,Technology,Customer Success Software for B2B SaaS,Gurugram,"Pi Ventures, Axilor Ventures",Seed Funding Round,8.0,Greenlight Planet,2018
2018-03-22,Technology,Subscription Billing & Recurring Payments Software,Chennai,"Insight Venture Partners, Accel Partners and Tiger Global Management",Private Equity,144.0,The Label Life,2018
2018-03-22,Consumer Internet,Online loan platform,Noida,SucSEED Venture Partners,Seed Funding Round,6.14,Cygnus Hospitals,2018
2018-03-22,Technology,Voice-based assistant platform,Bengaluru,Endiya Partners,Seed Funding Round,9.92,Inshorts,2018
2018-03-26,Consumer Internet,Online loan platform,Delhi,"Initia Holdings,Vipin Agarwal and others",Seed Funding Round,8.0,Logic Roots,2018
2018-03-28,Technology,Fleet management and asset monitoring platform,Delhi,Undefined,Private Equity,2.0,Project Mudra,2018
2018-03-28,Finance,Micro lending company,Bengaluru,"Accion Venture Lab, Unicorn India Ventures and ISME ACE",Seed Funding Round,16.0,Furlenco,2018
2018-03-27,Media,News portal,Delhi,Ratan Tata,Seed Funding Round,4.28,I Can Stay,2018
2018-02-01,Consumer Internet,Online Grocery & Food Store,Bengaluru,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private Equity,2400.0,Mindtickle,2018
2018-02-05,Health Care,Super-specialty Hospital,Faridabad,CDC Group Plc,Private Equity,168.0,Tea Box,2018
2018-02-05,Consumer Internet,Online platform for Higher Education Services,Gurugram,"Man Capital LLP, Girnar Software, Others",Private Equity,16.0,Transversal Technologies,2018
2018-02-06,Health Care,Preventive Health Checkup,Bengaluru,Montane Ventures,Private Equity,24.8,Purplle,2018
2018-02-07,Food & Beverages,Online Food Delivery,Bengaluru,Naspers,Private Equity,800.0,Springboard,2018
2018-02-08,Health Care,"Online Portal for Diet,fitness and Beauty",Pune,Sandeep Mathur,Seed Funding Round,800.0,9Stacks,2018
2018-02-08,Consumer Internet,Enterprise Contract Management Platform,Pune,Meritech Capital Partners,Private Equity,400.0,Your Quote,2018
2018-02-09,Consumer Internet,Online Gold Loan,Bengaluru,"Accel Partners, Sequoia Capital",Private Equity,54.64,Specsmakers,2018
2018-02-12,Finance,Online Lending Platform,Bengaluru,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,696.0,Prest Loans,2018
2018-02-12,E-commerce,Online Selling,Gurugram,Trifecta Capital,Debt Funding,7.48,Kalpnik Technologies,2018
2018-02-13,Food & Beverages,Online Food Delivery,Mumbai,Ashok Kumar Gajera,Seed Funding Round,2.49,Hevo Data,2018
2018-02-13,Ed-Tech,Individualised Progressive Learning Program,Bengaluru,"Michael & Susan Dell Foundation, LGT Impact Ventures",Private Equity,108.0,Coveiot,2018
2018-02-14,Ed-Tech,Online Education Platform,Chennai,Kalpavriksh,Private Equity,24.0,Talentedge,2018
2018-02-14,Ed-Tech,Integrated Kids Engagement Company,Mumbai,"Dewang Neralla, Mahesh Kothurkar,Atul Agarwal",Private Equity,4.0,Farmlink,2018
2018-02-14,Technology,mobile payment platform,Mumbai,S7 Group,Private Equity,40.0,Openapp,2018
2018-02-15,Consumer Internet,Online Pet Care Products,Gurugram,Michael Patrick Hickey,Seed Funding Round,1.19,Nopaperforms,2018
2018-02-15,E-commerce,Online Retailing,Ahemadabad,Network 18,Private Equity,49.84,Qubole,2018
2018-02-16,Finance,Expense Management,Bengaluru,Sequoia and Jerry Yang,Seed Funding Round,2.0,Universal Sportsbiz Pvt. Ltd,2018
2018-02-16,Finance,Fin-Tech,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed Funding Round,1.2,Active Ai,2018
2018-02-20,Agriculture,Agri-tech,Mumbai,Ankur Capital,Seed Funding Round,4.0,Omnia Information,2018
2018-02-21,IT,SaaS,Bengaluru,"Wargburg Pincus, Sequoia",Private Equity,160.0,Onn Bikes,2018
2018-02-21,Health Care,Analytics,Gurugram,"Blume Ventures, HealthQuad and Fireside Ventures",Private Equity,16.8,Rapido,2018
2018-02-26,Ed-Tech,Education,Delhi,Auxano Deals,Private Equity,6.18,Nuvepro,2018
2018-02-26,Technology,Robotic InspectionStartup,Chennai,"Kris Gopalakrishnan, Pratithi Investment Trust, MEMG Family Office, S Gopal",Private Equity,8.32,Redbook,2018
2018-02-27,Technology,AI platform for hospitality industry,Mumbai,"Startup Buddy,Amit Manocha and others",Seed Funding Round,2.0,Epiq Capital,2018
2018-02-28,Technology,Online Music Streaming,Gurugram,"Tencent Holdings Ltd, Times Internet",Private Equity,920.0,Idg Ventures,2018
2018-02-28,IT,SaaS,Bengaluru,"Y Combinator, Khosla Ventures, Vy Capital and others",Seed Funding Round,11.2,Tempgo,2018
2018-01-04,Finance,Online Lending,Pune,Eight Roads Ventures India,Private,125.6,Smaaash,2018
2018-01-09,Entertainment,Digital Entertainment for Children,Mumbai,Undefined,Seed Funding Round,20.0,Stanza Living,2018
2018-01-10,Technology,Personal Assistant,Bengaluru,RuNet & Other,Private Equity,15.44,Collpoll,2018
2018-01-10,E-commerce,Retail,Delhi,Amazon-Patni JV,Private Equity,150.72,Phonepe,2018
2018-01-10,Finance,Agricultural Loan,Chennai,"responsAbility, Elevar Equity and Accel Partners",Private Equity,188.0,Little Black Book,2018
2018-01-10,Technology,Medical Devices,Surat,Morgan Stanley Private Equity Asia,Private Equity,289.84,Oorjan,2018
2018-01-12,Technology,Algorithmic Trading,Gurgaon,"Pankaj Chopra, Ankush Gupta",Seed Funding Round,0.64,Zefo,2018
2018-01-12,Technology,Payment Gateway,Bengaluru,"Tiger Global, Y Combinator",Private Equity,160.0,Yaantra,2018
2018-01-15,Technology,Algorithmic Trading,Bengaluru,"Indian fintech fund, Rainmatter",Seed Funding Round,2.84,Farm Taaza,2018
2018-01-15,Technology,IT,New Delhi,"Goldman Sachs, hedge fund & Others",Private Equity,160.0,Slice Pay,2018
2018-01-17,Technology,Education,Pune,Polaris Fund,Private Equity,8.0,Mygubbi,2018
2018-01-18,Technology,Social,Bengaluru,"Xiaomi Singapore, Shunwei Capital",Private Equity,145.6,Onestepup,2018
2018-01-22,Technology,IT,Chennai,The Chennai Angels,Seed Funding Round,3.2,Parallel Dots,2018
2018-01-22,Finance,Alternative Lending,Chennai,DMI Finance,Private Equity,32.0,Uclid,2018
2018-01-22,Technology,Education,Bengaluru,Dr. Ranjan Pai,Private Equity,25.6,Policy Bazaar,2018
2018-01-24,Finance,Digital Lending,Mumbai,"LeapFrog Investments, Aspada Investment, Quona Capital",Private Equity,376.0,Chaayos,2018
2018-01-24,Education,Coaching Services,Mumbai,Avendus Finance,Structured Debt Funding,68.8,Renew Buy,2018
2018-01-25,Technology,Education,Mumbai,Pravega Ventures,Private Equity,8.0,Raw Pressery,2018
2018-01-26,Health Care,Hemostatic Dressing Solutions,Bengaluru,RNT Capital,Private Equity,59.2,Cashe,2018
2018-01-29,Health Care,Technology,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, BVR Mohan Reddy",Private Equity,12.0,Park Easy,2018
2018-01-29,Consumer internet,Online Services,Mumbai,Blume Ventures,Private Equity,8.0,Fyre,2018
2018-01-30,Health Care,Hygiene,Gurugram,"Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Private Equity,8.0,Ziploan,2018
2018-01-30,Technology,Browser Testing,Mumbai,Accel Partners,Private Equity,400.0,Skillenza,2018
2018-01-30,Technology,Virtual Reality,Bengaluru,"Axilor Ventures, Newfort Capital",Seed Funding Round,4.0,Spotdraft,2018
2018-01-30,Health Care,Fitness,Bengaluru,"HDFC Bank, Axis Bank",Debt Funding,80.0,Cashfree,2018
2018-01-31,Technology,Education Solutions,Bengaluru,Ventureast,Private Equity,35.2,Goldfarm,2018
2017-12-05,Real Estate,Residential Project,Mumbai,Hines,Private Equity,184.0,Canvera,2017
2017-12-05,Technology,Mobile Learning Management Platform,Goa,NB Ventures,Private Equity,8.0,Primaryio,2017
2017-12-05,Technology,Bicycle sharing Platform,Gurgaon,Undisclosed Investors,Seed Funding Round,4.0,Nest Education,2017
2017-12-06,Technology,Off-grid solar products platform,Mumbai,"Apis Partner, Eight Roads Ventures, Bamboo Capital Partners",Private Equity,480.0,Lending Kart,2017
